"","score","rank","ethnicity","gender","language","age","cls_perc_eval","cls_did_eval","cls_students","cls_level","cls_profs","cls_credits","bty_f1lower","bty_f1upper","bty_f2upper","bty_m1lower","bty_m1upper","bty_m2upper","bty_avg","pic_outfit","pic_color"
"416",4.5,"tenured","minority","female","english",54,80.76923,21,26,"lower","single","multi credit",8,5,8,4,9,7,6.833,"not formal","black&white"
"417",4.8,"tenured","minority","female","english",54,77.77778,14,18,"lower","single","multi credit",8,5,8,4,9,7,6.833,"not formal","black&white"
"418",3.8,"tenured","minority","female","english",54,80,16,20,"lower","single","multi credit",8,5,8,4,9,7,6.833,"not formal","black&white"
"419",4.8,"teaching","not minority","male","english",58,94.11765,16,17,"lower","single","multi credit",8,8,9,6,8,8,7.833,"not formal","black&white"
"420",5,"teaching","not minority","male","english",58,100,21,21,"lower","single","multi credit",8,8,9,6,8,8,7.833,"not formal","black&white"
"421",5,"teaching","not minority","male","english",58,85.71429,18,21,"lower","single","multi credit",8,8,9,6,8,8,7.833,"not formal","black&white"
"422",4.9,"teaching","not minority","male","english",58,85,17,20,"lower","single","multi credit",8,8,9,6,8,8,7.833,"not formal","black&white"
"423",4.6,"teaching","not minority","male","english",58,95,19,20,"lower","single","multi credit",8,8,9,6,8,8,7.833,"not formal","black&white"
"424",5,"teaching","not minority","male","english",58,84.61539,11,13,"lower","single","multi credit",8,8,9,6,8,8,7.833,"not formal","black&white"
"425",4.8,"teaching","not minority","male","english",58,87.5,14,16,"lower","single","multi credit",8,8,9,6,8,8,7.833,"not formal","black&white"
"426",4.9,"teaching","not minority","male","english",58,94.11765,16,17,"lower","multiple","multi credit",8,8,9,6,8,8,7.833,"not formal","black&white"
"427",4.9,"tenured","not minority","male","english",42,83.33334,15,18,"lower","multiple","multi credit",8,7,10,6,8,8,7.833,"not formal","black&white"
"428",3.9,"tenured","not minority","male","english",42,91.66666,22,24,"lower","multiple","multi credit",8,7,10,6,8,8,7.833,"not formal","black&white"
"429",3.9,"tenured","not minority","male","english",42,85,17,20,"upper","multiple","multi credit",8,7,10,6,8,8,7.833,"not formal","black&white"
"430",4.5,"tenure track","not minority","male","english",33,70.83334,85,120,"lower","multiple","multi credit",6,7,6,5,6,5,5.833,"not formal","color"
"431",4.5,"tenure track","not minority","male","english",33,43.22581,67,155,"lower","multiple","multi credit",6,7,6,5,6,5,5.833,"not formal","color"
"432",3.3,"tenured","not minority","male","english",62,28.94737,11,38,"lower","multiple","multi credit",1,1,1,4,1,4,2,"not formal","color"
"433",3.1,"tenured","not minority","male","english",62,40,28,70,"lower","multiple","multi credit",1,1,1,4,1,4,2,"not formal","color"
"434",2.8,"tenured","not minority","male","english",62,40.9396,61,149,"lower","multiple","multi credit",1,1,1,4,1,4,2,"not formal","color"
"435",3.1,"tenured","not minority","male","english",62,35.76642,49,137,"lower","multiple","multi credit",1,1,1,4,1,4,2,"not formal","color"
"436",4.2,"tenured","not minority","male","english",62,44.82759,13,29,"upper","multiple","multi credit",1,1,1,4,1,4,2,"not formal","color"
"437",3.4,"tenured","not minority","male","english",62,50.90909,28,55,"lower","multiple","multi credit",1,1,1,4,1,4,2,"not formal","color"
"438",3,"tenured","not minority","male","english",62,49.26471,67,136,"lower","multiple","multi credit",1,1,1,4,1,4,2,"not formal","color"
"439",3.3,"tenure track","minority","female","english",35,62.5,60,96,"lower","multiple","multi credit",7,9,10,6,7,8,7.833,"not formal","color"
"440",3.6,"tenure track","minority","female","english",35,33.33333,20,60,"lower","multiple","multi credit",7,9,10,6,7,8,7.833,"not formal","color"
"441",3.7,"tenure track","minority","female","english",35,39.81482,43,108,"lower","multiple","multi credit",7,9,10,6,7,8,7.833,"not formal","color"
"442",3.6,"tenured","not minority","male","english",61,69.23077,27,39,"lower","multiple","multi credit",3,2,7,1,3,4,3.333,"not formal","color"
"443",4.3,"tenured","not minority","male","english",61,86.66666,13,15,"lower","multiple","multi credit",3,2,7,1,3,4,3.333,"not formal","color"
"444",4.1,"tenured","not minority","female","english",52,54.95496,61,111,"lower","multiple","multi credit",4,8,5,3,4,3,4.5,"not formal","color"
"445",4.9,"tenured","not minority","female","english",52,82.35294,14,17,"lower","multiple","multi credit",4,8,5,3,4,3,4.5,"not formal","color"
"446",4.8,"tenured","not minority","female","english",52,100,19,19,"lower","multiple","multi credit",4,8,5,3,4,3,4.5,"not formal","color"
"447",3.7,"tenure track","not minority","female","non-english",60,85.18519,23,27,"upper","multiple","multi credit",4,6,6,2,3,5,4.333,"formal","black&white"
"448",3.9,"tenure track","not minority","female","non-english",60,94.73684,18,19,"upper","multiple","multi credit",4,6,6,2,3,5,4.333,"formal","black&white"
"449",4.5,"tenure track","not minority","female","non-english",60,84.61539,11,13,"upper","multiple","multi credit",4,6,6,2,3,5,4.333,"formal","black&white"
"450",3.6,"tenure track","not minority","female","non-english",60,94.73684,18,19,"upper","multiple","multi credit",4,6,6,2,3,5,4.333,"formal","black&white"
"451",4.4,"tenure track","not minority","female","non-english",60,50,11,22,"upper","multiple","multi credit",4,6,6,2,3,5,4.333,"formal","black&white"
"452",3.4,"tenure track","not minority","female","non-english",60,35,7,20,"upper","multiple","multi credit",4,6,6,2,3,5,4.333,"formal","black&white"
"453",4.4,"tenure track","not minority","female","non-english",60,88.88889,24,27,"upper","multiple","multi credit",4,6,6,2,3,5,4.333,"formal","black&white"
"454",4.5,"tenure track","not minority","male","english",32,74.24242,98,132,"lower","multiple","multi credit",6,6,9,7,8,5,6.833,"not formal","color"
"455",4.5,"tenure track","not minority","male","english",32,87.40157,111,127,"lower","multiple","multi credit",6,6,9,7,8,5,6.833,"not formal","color"
"456",4.5,"tenure track","not minority","male","english",32,72.94118,62,85,"upper","multiple","multi credit",6,6,9,7,8,5,6.833,"not formal","color"
"457",4.6,"tenure track","not minority","male","english",32,75.24753,76,101,"lower","multiple","multi credit",6,6,9,7,8,5,6.833,"not formal","color"
"458",4.1,"tenure track","not minority","male","english",32,42.85714,9,21,"lower","multiple","multi credit",6,6,9,7,8,5,6.833,"not formal","color"
"459",4.5,"tenure track","not minority","male","english",32,60.46511,52,86,"upper","multiple","multi credit",6,6,9,7,8,5,6.833,"not formal","color"
"460",3.5,"tenure track","minority","female","non-english",42,57.14286,48,84,"upper","multiple","multi credit",3,8,7,4,6,4,5.333,"not formal","color"
"461",4.4,"tenure track","minority","female","non-english",42,77.61194,52,67,"upper","multiple","multi credit",3,8,7,4,6,4,5.333,"not formal","color"
"462",4.4,"tenure track","minority","female","non-english",42,81.81818,54,66,"upper","multiple","multi credit",3,8,7,4,6,4,5.333,"not formal","color"
"463",4.1,"tenure track","minority","female","non-english",42,80,28,35,"lower","multiple","one credit",3,8,7,4,6,4,5.333,"not formal","color"
