year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,9,22,1933,-7,2108,-17,MQ,N816MQ,3374,JFK,RDU,69,427,19,33
2013,5,23,2154,129,46,106,AA,N3JMAA,1709,LGA,MIA,153,1096,21,54
2013,4,2,749,-6,943,-6,US,N192UW,1733,LGA,CLT,89,544,7,49
2013,1,14,1657,-8,2013,3,AA,N4YFAA,1905,EWR,DFW,230,1372,16,57
2013,5,16,1915,45,2221,26,UA,N822UA,346,EWR,LAX,320,2454,19,15
2013,5,22,1513,193,1629,171,UA,N468UA,394,LGA,ORD,107,733,15,13
2013,5,18,1323,-3,1501,14,EV,N21144,4171,EWR,MSN,115,799,13,23
2013,1,24,607,7,742,26,EV,N13202,4201,EWR,IAD,57,212,6,7
2013,12,28,1604,-11,1735,-36,EV,N707EV,5147,LGA,CLE,67,419,16,4
2013,11,24,1427,22,1706,-8,UA,N38467,1200,EWR,SAN,326,2425,14,27
2013,4,17,1552,-8,1712,-7,US,N951UW,2134,LGA,BOS,33,184,15,52
2013,1,25,1836,86,2102,110,US,N196UW,894,LGA,CLT,88,544,18,36
2013,9,15,1826,-9,2107,-51,AS,N556AS,5,EWR,SEA,313,2402,18,26
2013,4,15,656,1,815,-5,WN,N454WN,404,LGA,MKE,116,738,6,56
2013,10,24,1859,-1,2123,-11,DL,N953DL,947,LGA,ATL,120,762,18,59
2013,6,28,1645,75,2003,67,DL,N385DN,2280,JFK,FLL,150,1069,16,45
2013,5,20,953,-2,1240,-30,AA,N3GKAA,1871,LGA,MIA,148,1096,9,53
2013,5,9,809,-6,1022,-16,FL,N980AT,346,LGA,ATL,104,762,8,9
2013,12,17,1710,40,1847,47,B6,N348JB,2302,JFK,BUF,62,301,17,10
2013,2,10,1358,13,1646,-9,B6,N706JB,83,JFK,SEA,320,2422,13,58
2013,1,7,946,-9,1211,-35,UA,N16703,1597,EWR,EGE,248,1726,9,46
2013,4,9,2119,-6,2241,6,MQ,N539MQ,4660,LGA,BNA,108,764,21,19
2013,3,28,2149,-1,26,-16,B6,N632JB,325,JFK,TPA,134,1005,21,49
2013,7,15,1754,-6,1916,3,US,N950UW,2138,LGA,BOS,39,184,17,54
2013,11,30,1418,-2,1607,-41,UA,N457UA,586,EWR,DEN,214,1605,14,18
2013,12,23,1453,-2,1731,6,EV,N758EV,5199,LGA,CHS,116,641,14,53
2013,12,4,1133,-1,1402,-26,UA,N423UA,249,EWR,TPA,133,997,11,33
2013,8,8,2226,121,155,151,UA,N597UA,771,JFK,LAX,339,2475,22,26
2013,3,11,1725,19,2038,22,B6,N206JB,15,JFK,FLL,160,1069,17,25
2013,11,13,1456,-4,1638,-18,US,N565UW,721,EWR,CLT,72,529,14,56
2013,12,27,606,-9,814,-4,US,N157UW,1963,EWR,CLT,95,529,6,6
2013,12,18,1945,35,2306,9,DL,N3731T,460,JFK,PHX,301,2153,19,45
2013,11,13,854,-6,1017,-18,UA,N578UA,685,LGA,ORD,105,733,8,54
2013,9,24,1445,13,1605,-1,UA,N13718,1202,EWR,CLE,62,404,14,45
2013,5,28,1156,-4,1321,-17,UA,N855UA,255,LGA,ORD,109,733,11,56
2013,4,10,1611,46,1758,43,MQ,N735MQ,4447,LGA,RDU,68,431,16,11
2013,5,13,854,-6,956,-23,US,N959UW,2120,LGA,BOS,39,184,8,54
2013,11,18,1221,6,1548,-2,UA,N76526,1227,EWR,PHX,304,2133,12,21
2013,9,3,659,0,823,-14,EV,N22909,4099,EWR,STL,124,872,6,59
2013,10,8,554,-6,654,-5,US,N770UW,2167,LGA,DCA,42,214,5,54
2013,7,29,1926,10,2200,-14,B6,N661JB,883,JFK,MCO,131,944,19,26
2013,6,29,1605,35,1908,18,DL,N198DN,95,JFK,LAX,325,2475,16,5
2013,4,17,1011,-4,1222,10,US,N749US,1427,JFK,CLT,82,541,10,11
2013,5,22,2303,93,31,91,MQ,N6EAMQ,4617,LGA,RDU,61,431,23,3
2013,7,19,814,-6,1121,-14,AA,N3GPAA,2267,LGA,MIA,155,1096,8,14
2013,7,31,2115,16,2319,7,EV,N25134,4370,EWR,CHS,89,628,21,15
2013,1,21,1707,12,2048,13,VX,N636VA,413,JFK,LAX,352,2475,17,7
2013,2,20,1638,8,1953,-1,B6,N632JB,675,JFK,LAX,342,2475,16,38
2013,12,17,1733,21,2026,7,UA,N14704,1064,EWR,DFW,191,1372,17,33
2013,12,26,2142,13,2234,0,EV,N14558,4470,EWR,ALB,31,143,21,42
2013,4,10,1757,28,2158,53,VX,N838VA,193,EWR,SFO,381,2565,17,57
2013,2,25,749,-6,947,-20,US,N173US,1733,LGA,CLT,89,544,7,49
2013,5,25,808,-3,1040,-24,UA,N31412,1261,EWR,MCO,130,937,8,8
2013,6,22,1251,-4,1508,-10,EV,N11547,4705,EWR,ATL,105,746,12,51
2013,1,6,824,-6,946,-29,AA,N569AA,313,LGA,ORD,121,733,8,24
2013,10,31,2016,-3,2335,-20,B6,N639JB,915,JFK,SFO,337,2586,20,16
2013,12,18,928,-2,1244,23,B6,N779JB,199,LGA,MCO,136,950,9,28
2013,1,23,1822,8,2118,-6,UA,N37420,1292,EWR,FLL,150,1065,18,22
2013,7,2,554,-6,647,-13,US,N746UW,2114,LGA,BOS,37,184,5,54
2013,10,25,1954,-2,2219,24,DL,N324NB,2131,LGA,DTW,80,502,19,54
2013,3,24,2018,83,2204,73,9E,N912XJ,3374,JFK,PIT,68,340,20,18
2013,11,9,1307,-3,1546,-24,UA,N411UA,624,EWR,MIA,144,1085,13,7
2013,3,25,2156,116,54,114,B6,N296JB,21,JFK,TPA,150,1005,21,56
2013,5,22,1250,5,1535,-8,B6,N521JB,505,EWR,FLL,144,1065,12,50
2013,6,10,720,37,908,7,UA,N439UA,485,EWR,DEN,208,1605,7,20
2013,3,3,828,8,1140,16,B6,N665JB,901,JFK,FLL,154,1069,8,28
2013,3,29,1534,-11,1831,-36,DL,N980DL,2098,LGA,MIA,152,1096,15,34
2013,3,14,1845,-2,2157,-22,UA,N502UA,389,JFK,SFO,345,2586,18,45
2013,9,29,850,55,1008,33,MQ,N806MQ,3363,JFK,RDU,64,427,8,50
2013,4,2,554,-6,839,-15,B6,N662JB,501,JFK,FLL,147,1069,5,54
2013,4,12,925,90,1145,155,MQ,N813MQ,4418,JFK,DCA,97,213,9,25
2013,4,22,650,-10,1014,5,DL,N957DL,2003,LGA,MIA,163,1096,6,50
2013,11,28,827,-3,1023,-1,9E,N930XJ,2932,JFK,RDU,76,427,8,27
2013,7,13,1857,-4,2222,9,B6,N239JB,201,JFK,FLL,142,1069,18,57
2013,4,11,747,-1,949,-24,UA,N522UA,569,LGA,DEN,217,1620,7,47
2013,10,24,540,-5,941,8,B6,N552JB,1403,JFK,SJU,222,1598,5,40
2013,8,3,1236,-1,1417,-15,9E,N8747B,3650,EWR,DTW,81,488,12,36
2013,9,3,1704,-11,1920,-20,9E,N925XJ,3310,JFK,MCI,143,1113,17,4
2013,1,25,1128,-2,1322,-12,US,N177US,1625,LGA,CLT,92,544,11,28
2013,10,27,1617,-3,1921,-19,AA,N3JDAA,1410,LGA,MIA,152,1096,16,17
2013,6,9,738,-2,954,-10,B6,N368JB,611,JFK,JAX,121,828,7,38
2013,4,29,1020,-9,1148,-47,EV,N538CA,5445,EWR,DTW,75,488,10,20
2013,8,3,755,-5,1107,7,DL,N990DL,2395,LGA,PBI,147,1035,7,55
2013,6,4,1942,-3,2154,-30,DL,N371DA,245,JFK,PHX,283,2153,19,42
2013,6,1,1740,-5,2009,-38,DL,N911DL,2370,LGA,PBI,130,1035,17,40
2013,7,27,1700,1,1828,-17,UA,N12218,1682,LGA,ORD,119,733,17,0
2013,11,22,825,35,1057,45,EV,N14198,4407,EWR,OMA,180,1134,8,25
2013,7,7,1727,-3,1853,5,B6,N348JB,2580,EWR,BOS,58,200,17,27
2013,7,16,952,-8,1415,-15,HA,N380HA,51,JFK,HNL,599,4983,9,52
2013,11,28,2054,-5,2210,-34,B6,N267JB,105,JFK,ORD,117,740,20,54
2013,6,8,1955,0,2100,-10,AA,N3BXAA,1762,JFK,BOS,34,187,19,55
2013,1,27,2009,39,2159,8,9E,N8665A,3798,JFK,CLT,81,541,20,9
2013,3,18,621,-4,759,-7,UA,N839UA,579,EWR,CLE,76,404,6,21
2013,8,25,1129,-6,1402,-49,DL,N916DL,954,LGA,FLL,139,1076,11,29
2013,12,20,1633,63,1903,58,EV,N19554,4377,EWR,JAX,125,820,16,33
2013,2,24,1722,-8,1856,7,B6,N595JB,74,JFK,BTV,47,266,17,22
2013,6,17,1718,58,2028,95,9E,N910XJ,3341,JFK,DTW,96,509,17,18
2013,5,30,804,-6,924,-12,B6,N247JB,1204,JFK,BUF,56,301,8,4
2013,7,27,753,-7,904,-26,EV,N12922,4583,EWR,PWM,50,284,7,53
2013,4,18,2013,179,2336,211,UA,N513UA,251,LGA,IAH,216,1416,20,13
2013,12,19,1430,60,1749,75,B6,N568JB,431,LGA,SRQ,150,1047,14,30
2013,3,27,2250,-5,2347,-10,B6,N605JB,1018,JFK,BOS,34,187,22,50
2013,8,13,2056,-3,2349,27,DL,N983DL,1247,LGA,ATL,113,762,20,56
2013,6,27,1157,-3,1301,-9,WN,N271LV,654,EWR,MDW,102,711,11,57
2013,3,23,1159,-1,1449,-21,AA,N324AA,3,JFK,LAX,335,2475,11,59
2013,11,18,1815,0,2112,-15,9E,N925XJ,2915,JFK,DFW,205,1391,18,15
2013,12,17,646,16,835,20,AA,N3CAAA,303,LGA,ORD,124,733,6,46
2013,7,17,1726,-4,1929,-11,DL,N939DL,2331,LGA,DTW,76,502,17,26
2013,1,15,838,-2,932,-31,9E,N936XJ,3422,JFK,BOS,32,187,8,38
2013,10,2,818,-2,1031,-21,B6,N658JB,677,JFK,JAX,107,828,8,18
2013,10,24,827,-9,939,-5,B6,N374JB,2280,EWR,BOS,38,200,8,27
2013,3,9,1853,-2,2133,-45,DL,N3756,6,JFK,SLC,262,1990,18,53
2013,4,2,1444,-2,1731,-13,UA,N18220,1122,EWR,PBI,147,1023,14,44
2013,1,31,2056,56,2229,50,UA,N15712,1094,EWR,CLE,68,404,20,56
2013,5,22,1031,1,1315,-25,AA,N328AA,19,JFK,LAX,319,2475,10,31
2013,8,18,1940,-3,2058,-11,UA,N401UA,994,EWR,BOS,40,200,19,40
2013,12,20,1150,-5,1403,-14,EV,N13964,4495,EWR,SAV,107,708,11,50
2013,9,19,1258,-1,1432,-35,EV,N709EV,5207,LGA,CLT,75,544,12,58
2013,11,20,1729,-1,1923,-5,US,N677AW,687,EWR,CLT,81,529,17,29
2013,4,11,1851,36,2152,117,MQ,N505MQ,3730,EWR,ORD,131,719,18,51
2013,5,20,914,-1,1159,-36,VX,N836VA,161,EWR,LAX,309,2454,9,14
2013,12,20,1637,18,1949,17,UA,N73291,1064,EWR,RSW,163,1068,16,37
2013,12,21,1608,8,1808,6,9E,N933XJ,2933,JFK,RDU,70,427,16,8
2013,8,26,2005,137,2235,120,B6,N657JB,299,LGA,MCO,124,950,20,5
2013,6,14,1214,-1,1317,-8,B6,N353JB,74,JFK,BTV,49,266,12,14
2013,3,21,640,-5,849,-18,DL,N316NB,2006,LGA,MSY,166,1183,6,40
2013,10,19,617,-13,749,-16,AA,N527AA,303,LGA,ORD,123,733,6,17
2013,3,9,609,-1,823,9,DL,N331NW,1919,LGA,MSP,172,1020,6,9
2013,9,13,859,0,1134,0,DL,N951DL,1747,LGA,ATL,106,762,8,59
2013,4,19,603,3,832,17,FL,N267AT,345,LGA,ATL,120,762,6,3
2013,8,1,1446,47,1726,36,UA,N37267,1211,EWR,LAX,323,2454,14,46
2013,9,30,651,-4,846,-28,UA,N566UA,343,LGA,DEN,213,1620,6,51
2013,7,12,839,-3,1138,-14,UA,N37413,1581,EWR,SEA,319,2402,8,39
2013,2,2,1337,2,1625,-8,B6,N531JB,1161,LGA,PBI,151,1035,13,37
2013,11,29,1826,-4,2030,-22,9E,N833AY,2954,JFK,CHS,90,636,18,26
2013,5,17,2249,82,39,62,EV,N27152,4419,EWR,MCI,144,1092,22,49
2013,11,22,1616,16,1744,-7,9E,N914XJ,3357,LGA,BNA,126,764,16,16
2013,5,20,914,24,1048,23,MQ,N827MQ,4406,JFK,RDU,67,427,9,14
2013,7,1,2105,115,2247,111,EV,N759EV,5038,LGA,BHM,125,866,21,5
2013,5,17,1851,22,2207,23,UA,N38727,1152,EWR,PDX,324,2434,18,51
2013,6,1,1519,-6,1659,-31,MQ,N508MQ,4579,LGA,CLT,75,544,15,19
2013,12,31,1513,-2,1955,-10,DL,N3766,2043,JFK,SJU,191,1598,15,13
2013,9,10,1736,-4,2018,-17,AA,N3CTAA,67,JFK,SAN,312,2446,17,36
2013,12,29,1830,15,2051,46,MQ,N512MQ,2839,LGA,STL,135,888,18,30
2013,2,11,931,2,1401,-25,B6,N760JB,215,EWR,SJU,184,1608,9,31
2013,2,3,630,0,1148,8,AA,N3HWAA,413,JFK,SJU,211,1598,6,30
2013,3,11,1130,-5,1326,-4,MQ,N723MQ,4553,LGA,CLE,68,419,11,30
2013,1,10,1016,-4,1319,-11,AA,N3CCAA,731,LGA,DFW,201,1389,10,16
2013,7,19,2310,145,119,131,9E,N604LR,3470,JFK,CVG,91,589,23,10
2013,4,13,1825,-4,2016,-16,US,N550UW,297,JFK,CLT,87,541,18,25
2013,6,8,1659,74,2018,68,AA,N324AA,133,JFK,LAX,337,2475,16,59
2013,9,18,555,10,856,1,AA,N630AA,2243,JFK,MIA,157,1089,5,55
2013,2,11,700,-5,1022,7,WN,N240WN,3483,EWR,HOU,233,1411,7,0
2013,2,24,828,-2,949,-26,AA,N478AA,313,LGA,ORD,112,733,8,28
2013,3,15,754,-1,946,-21,US,N185UW,1733,LGA,CLT,76,544,7,54
2013,11,3,1228,-2,1405,-15,WN,N8325D,2639,LGA,STL,135,888,12,28
2013,12,4,1339,-6,1621,-34,AA,N3KCAA,1151,LGA,DFW,208,1389,13,39
2013,6,17,855,-5,1117,-9,EV,N708EV,5109,LGA,CHS,91,641,8,55
2013,10,23,1258,-6,1555,1,UA,N19130,1641,EWR,MCO,142,937,12,58
2013,10,9,1859,-8,2016,-17,EV,N12996,4191,EWR,BNA,101,748,18,59
2013,9,18,1702,-8,1820,-15,MQ,N804MQ,3365,JFK,DCA,44,213,17,2
2013,5,31,1320,0,1538,14,EV,N611QX,5148,LGA,CVG,107,585,13,20
2013,8,14,1455,0,1651,16,MQ,N942MQ,3231,JFK,PIT,67,340,14,55
2013,10,9,1027,2,1126,-14,MQ,N510MQ,3611,EWR,ORD,96,719,10,27
2013,5,24,630,-5,854,-15,UA,N466UA,573,EWR,PHX,286,2133,6,30
2013,3,26,1254,-5,1416,-20,UA,N17105,85,EWR,ORD,108,719,12,54
2013,12,26,1806,-9,2031,-17,9E,N923XJ,2923,JFK,MSP,160,1029,18,6
2013,2,6,1058,-2,1212,-11,EV,N16961,4240,EWR,BUF,54,282,10,58
2013,7,25,2112,-3,2357,8,DL,N3742C,1729,JFK,LAS,298,2248,21,12
2013,3,23,1450,-6,1711,-1,EV,N11189,4684,EWR,MCI,182,1092,14,50
2013,3,24,1830,-5,2029,-22,9E,N8683B,4059,LGA,DAY,90,549,18,30
2013,2,3,1625,-4,1916,-15,B6,N516JB,369,LGA,PBI,141,1035,16,25
2013,2,19,1137,-3,1437,-8,AA,N3EHAA,1623,EWR,MIA,157,1085,11,37
2013,5,16,1814,109,2039,125,EV,N14953,4571,EWR,SAV,106,708,18,14
2013,8,27,740,-1,859,-11,UA,N78438,1030,EWR,ORD,106,719,7,40
2013,7,4,850,-10,1137,-29,B6,N520JB,5,EWR,FLL,144,1065,8,50
2013,2,1,2117,32,2235,19,9E,N907XJ,3395,JFK,DCA,47,213,21,17
2013,9,4,2213,28,147,7,B6,N623JB,1103,JFK,SJU,193,1598,22,13
2013,9,2,1943,178,2145,184,DL,N351NB,842,EWR,DTW,77,488,19,43
2013,6,19,2239,-6,2340,-21,B6,N279JB,128,JFK,BTV,48,266,22,39
2013,1,26,856,1,1205,-12,B6,N249JB,1061,JFK,AUS,228,1521,8,56
2013,8,31,1923,-6,2115,-23,EV,N13914,4534,EWR,CHS,89,628,19,23
2013,11,16,1426,-4,1703,0,EV,N11551,4148,EWR,ATL,126,746,14,26
2013,6,9,557,-3,901,-9,UA,N803UA,421,EWR,SFO,338,2565,5,57
2013,1,4,1425,35,1640,12,DL,N339NB,1705,LGA,MSY,177,1183,14,25
2013,4,22,629,-4,911,-14,UA,N426UA,746,EWR,MCO,147,937,6,29
2013,8,13,1016,196,1210,190,9E,N8936A,3879,EWR,CVG,93,569,10,16
2013,6,22,1559,-1,1810,-33,DL,N934DL,847,LGA,ATL,108,762,15,59
2013,8,3,602,0,827,-16,UA,N24706,1289,EWR,MCO,124,937,6,2
2013,5,5,1458,-2,1619,0,US,N952UW,2179,LGA,DCA,45,214,14,58
2013,9,15,1850,0,2026,1,MQ,N537MQ,3674,LGA,CLE,63,419,18,50
2013,4,25,1629,92,1811,97,EV,N27152,4323,EWR,RDU,77,416,16,29
2013,12,27,2344,119,221,122,B6,N266JB,2227,EWR,MCO,133,937,23,44
2013,6,11,1214,24,1323,18,MQ,N514MQ,3697,EWR,ORD,106,719,12,14
2013,7,25,1844,-1,2014,-16,AA,N4XRAA,359,LGA,ORD,106,733,18,44
2013,6,7,1957,32,12,79,DL,N6716C,1643,JFK,SEA,313,2422,19,57
2013,12,22,1117,12,1337,2,WN,N796SW,1250,LGA,DEN,241,1620,11,17
2013,7,12,2035,-5,2220,-15,MQ,N713MQ,3603,LGA,DTW,74,502,20,35
2013,12,19,925,41,1209,8,UA,N578UA,446,EWR,MIA,142,1085,9,25
2013,8,12,813,38,1042,47,UA,N801UA,699,EWR,PHX,296,2133,8,13
2013,8,2,804,-1,1038,-17,DL,N338NW,1109,LGA,TPA,129,1010,8,4
2013,1,11,1623,-6,1925,-40,UA,N77296,1078,EWR,SAT,230,1569,16,23
2013,8,13,1100,-4,1349,-7,UA,N526UA,700,EWR,SNA,331,2434,11,0
2013,7,3,1836,51,2039,29,DL,N398DA,884,LGA,DEN,206,1620,18,36
2013,6,1,638,3,855,-10,DL,N945DL,27,JFK,ATL,106,760,6,38
2013,8,4,815,0,1028,-2,9E,N907XJ,3538,JFK,MSP,162,1029,8,15
2013,3,4,2137,-8,18,-16,B6,N510JB,35,JFK,PBI,140,1028,21,37
2013,4,29,1445,3,1746,-3,UA,N24202,1164,EWR,FLL,166,1065,14,45
2013,6,28,317,198,652,182,B6,N568JB,745,JFK,PSE,199,1617,3,17
2013,5,13,1953,-7,2124,5,US,N762US,2189,LGA,DCA,47,214,19,53
2013,1,22,2132,122,2312,117,EV,N19966,3274,LGA,CLE,75,419,21,32
2013,1,22,1624,4,1951,37,UA,N402UA,872,EWR,MCO,166,937,16,24
2013,3,27,1238,3,1449,-16,WN,N214WN,3209,LGA,DEN,222,1620,12,38
2013,5,15,1044,-2,1153,-12,EV,N13908,4510,EWR,MKE,114,725,10,44
2013,7,25,948,-2,1212,-8,VX,N842VA,251,JFK,LAS,303,2248,9,48
2013,11,27,1649,-1,1905,-1,9E,N925XJ,2910,JFK,CVG,96,589,16,49
2013,12,2,1517,-6,1645,-12,UA,N802UA,399,EWR,ORD,116,719,15,17
2013,6,5,1255,-5,1543,-13,UA,N474UA,418,LGA,IAH,197,1416,12,55
2013,5,3,1025,-5,1318,-18,UA,N24729,1572,EWR,RSW,158,1068,10,25
2013,3,6,1259,-1,1418,12,US,N955UW,2128,LGA,BOS,45,184,12,59
2013,4,20,1700,0,2053,-7,DL,N3772H,329,JFK,SJU,198,1598,17,0
2013,7,3,1310,8,1443,25,EV,N13978,5837,EWR,RIC,56,277,13,10
2013,11,30,1445,-5,1602,-21,9E,N801AY,2936,JFK,IAD,45,228,14,45
2013,2,23,1156,-4,1512,-17,DL,N705TW,863,JFK,LAX,342,2475,11,56
2013,5,7,843,-7,1228,-20,DL,N3745B,301,JFK,SJU,203,1598,8,43
2013,1,2,1239,19,1328,8,WN,N941WN,1672,EWR,BWI,36,169,12,39
2013,5,31,812,-3,1005,-13,DL,N366NW,2119,LGA,MSP,145,1020,8,12
2013,6,18,853,-7,1005,-17,US,N703UW,2167,LGA,DCA,40,214,8,53
2013,6,13,1758,48,2140,85,AA,N332AA,181,JFK,LAX,317,2475,17,58
2013,6,7,1526,-4,1801,-3,9E,N839AY,4203,JFK,IND,100,665,15,26
2013,4,17,826,-3,1109,12,B6,N304JB,611,JFK,JAX,121,828,8,26
2013,1,4,737,-2,1033,-11,UA,N33266,1179,EWR,TPA,156,997,7,37
2013,3,3,1639,-6,1819,-31,DL,N371NB,1473,LGA,MEM,127,963,16,39
2013,3,8,1606,86,1855,62,DL,N968DL,2079,LGA,FLL,144,1076,16,6
2013,3,1,913,-1,1222,12,B6,N639JB,57,JFK,PBI,170,1028,9,13
2013,12,26,848,48,1107,35,UA,N513UA,561,LGA,DEN,233,1620,8,48
2013,8,10,1411,46,1716,63,UA,N41135,1199,EWR,LAX,338,2454,14,11
2013,3,16,845,20,1040,14,US,N651AW,487,JFK,CLT,82,541,8,45
2013,6,10,1447,48,1549,36,B6,N283JB,1002,JFK,BOS,31,187,14,47
2013,10,24,611,-4,743,-7,MQ,N856MQ,3525,LGA,RDU,77,431,6,11
2013,9,30,1530,0,1845,0,AA,N385AA,85,JFK,SFO,324,2586,15,30
2013,11,22,649,14,752,3,UA,N853UA,339,EWR,BOS,45,200,6,49
2013,4,28,828,-2,1110,2,DL,N964DL,27,JFK,ATL,116,760,8,28
2013,1,9,1531,-4,1917,27,AA,N3EVAA,763,LGA,DFW,227,1389,15,31
2013,8,8,1915,76,2230,92,UA,N510UA,535,JFK,LAX,322,2475,19,15
2013,5,3,1408,-7,1558,-12,MQ,N1EAMQ,4588,LGA,MSP,132,1020,14,8
2013,8,25,1227,-3,1507,-51,DL,N996DL,2098,LGA,MIA,136,1096,12,27
2013,2,28,734,-6,901,-22,EV,N12567,4125,EWR,GSO,69,445,7,34
2013,7,28,855,2,1121,-17,UA,N15710,1711,EWR,IAH,182,1400,8,55
2013,5,24,1138,-2,1503,8,AA,N3EPAA,2099,LGA,MIA,158,1096,11,38
2013,3,28,2029,19,2335,10,UA,N36247,1416,EWR,AUS,206,1504,20,29
2013,3,4,1004,-6,1113,-27,MQ,N515MQ,3795,EWR,ORD,108,719,10,4
2013,8,23,624,-6,733,-17,EV,N12921,4241,EWR,DCA,40,199,6,24
2013,2,7,1808,-2,2055,-9,UA,N838UA,812,EWR,LAS,305,2227,18,8
2013,6,3,1519,24,1727,38,EV,N27962,4326,EWR,CLT,106,529,15,19
2013,1,10,827,-8,1200,-15,UA,N33294,1480,EWR,SFO,373,2565,8,27
2013,1,9,608,8,720,4,EV,N14542,4201,EWR,IAD,43,212,6,8
2013,4,9,1817,121,2038,133,EV,N12921,4175,EWR,SAV,98,708,18,17
2013,12,29,1934,2,34,6,B6,N527JB,803,JFK,SJU,201,1598,19,34
2013,7,18,2212,32,2336,36,MQ,N856MQ,3621,JFK,DCA,49,213,22,12
2013,8,19,1738,10,1856,3,EV,N13903,4191,EWR,BNA,113,748,17,38
2013,7,19,1515,15,1617,5,US,N944UW,2132,LGA,BOS,41,184,15,15
2013,8,2,1621,-3,1806,-10,EV,N11176,4212,EWR,RDU,72,416,16,21
2013,6,21,2023,-2,2325,1,UA,N560UA,771,JFK,LAX,300,2475,20,23
2013,6,20,1324,-1,1541,-12,DL,N326NB,2043,JFK,ATL,111,760,13,24
2013,4,1,628,-6,940,-11,UA,N37419,1276,EWR,AUS,231,1504,6,28
2013,8,30,1254,-6,1526,-34,VX,N641VA,411,JFK,LAX,310,2475,12,54
2013,8,6,1450,-5,1655,-20,DL,N314NB,127,JFK,DTW,91,509,14,50
2013,6,3,1251,1,1446,-9,DL,N996DL,1131,LGA,DTW,81,502,12,51
2013,10,20,744,-4,949,4,B6,N247JB,1273,JFK,CHS,102,636,7,44
2013,8,18,659,-1,945,13,DL,N942DL,1547,LGA,ATL,125,762,6,59
2013,3,13,2053,-7,2145,-22,US,N947UW,2144,LGA,BOS,39,184,20,53
2013,7,3,751,-1,903,-10,B6,N198JB,2702,JFK,BUF,57,301,7,51
2013,10,6,939,-3,1138,-13,EV,N16561,4148,EWR,CLT,80,529,9,39
2013,7,2,1351,6,1459,-13,UA,N23708,1734,EWR,ORD,110,719,13,51
2013,7,7,1641,11,2041,71,AA,N3GHAA,881,JFK,DFW,191,1391,16,41
2013,10,30,1659,-1,2019,2,UA,N590UA,698,JFK,SFO,359,2586,16,59
2013,3,3,2214,14,2312,18,EV,N24128,5670,EWR,BWI,33,169,22,14
2013,11,24,1856,-4,2109,34,UA,N818UA,693,LGA,ORD,119,733,18,56
2013,3,18,1847,-8,2250,10,VX,N623VA,29,JFK,SFO,369,2586,18,47
2013,6,7,1505,2,1655,-3,EV,N17984,4430,EWR,DTW,90,488,15,5
2013,5,17,949,-9,1302,-7,B6,N715JB,375,LGA,FLL,141,1076,9,49
2013,11,23,930,0,1211,-41,EV,N391CA,4935,LGA,SRQ,148,1047,9,30
2013,2,7,1109,-5,1302,-13,DL,N348NB,1031,LGA,DTW,85,502,11,9
2013,5,19,628,-2,848,-16,UA,N76516,1632,EWR,PHX,295,2133,6,28
2013,11,19,1927,-5,2,-26,B6,N648JB,803,JFK,SJU,191,1598,19,27
2013,8,15,1701,86,2006,76,B6,N635JB,1729,JFK,RSW,157,1074,17,1
2013,5,11,655,-10,947,-22,DL,N324US,1879,LGA,FLL,157,1076,6,55
2013,12,30,2025,40,2135,30,UA,N486UA,234,EWR,BOS,38,200,20,25
2013,2,21,1213,8,1427,42,MQ,N734MQ,4431,LGA,RDU,74,431,12,13
2013,10,7,614,-6,759,-11,MQ,N8EGMQ,3351,LGA,DTW,77,502,6,14
2013,5,10,910,10,1158,-27,AA,N335AA,1,JFK,LAX,324,2475,9,10
2013,4,20,1351,1,1657,22,UA,N490UA,745,EWR,TPA,170,997,13,51
2013,7,10,2156,91,128,127,B6,N504JB,1295,JFK,AUS,190,1521,21,56
2013,5,23,1734,214,2058,223,UA,N77510,1570,EWR,SFO,335,2565,17,34
2013,4,17,1058,-2,1257,12,MQ,N720MQ,4471,LGA,RDU,71,431,10,58
2013,2,11,1932,142,2128,149,EV,N14916,4202,EWR,STL,155,872,19,32
2013,11,15,1738,-2,2124,6,B6,N554JB,135,JFK,PHX,322,2153,17,38
2013,11,4,814,-1,1040,-2,DL,N327NB,914,LGA,DEN,224,1620,8,14
2013,4,7,1531,-4,1700,10,WN,N926WN,142,EWR,MDW,113,711,15,31
2013,3,18,1930,170,2200,183,9E,N920XJ,3442,JFK,CVG,100,589,19,30
2013,8,13,926,25,1250,67,B6,N589JB,189,JFK,SAN,338,2446,9,26
2013,1,8,1131,6,1607,-13,DL,N3755D,315,JFK,SJU,193,1598,11,31
2013,1,9,1207,7,1451,-19,AA,N332AA,3,JFK,LAX,326,2475,12,7
2013,9,13,1211,-4,1518,9,DL,N368NW,1685,LGA,MCO,134,950,12,11
2013,3,3,1955,23,2257,7,UA,N75428,1471,EWR,RSW,150,1068,19,55
2013,12,2,555,-5,851,-5,B6,N629JB,371,LGA,FLL,150,1076,5,55
2013,6,20,1522,-3,1742,2,MQ,N735MQ,3532,LGA,XNA,159,1147,15,22
2013,6,19,2211,47,101,47,UA,N53441,1629,EWR,PBI,150,1023,22,11
2013,12,29,1711,46,2103,73,DL,N370NW,428,JFK,MIA,161,1089,17,11
2013,12,11,739,-6,1045,-11,DL,N302NB,2395,LGA,PBI,165,1035,7,39
